states,percent_hispanic,percent_non_hispanic_american_indianalaska_native,percent_non_hispanic_asian,percent_non_hispanic_black,percent_non_hispanic_native_hawaiianpacific_islander,percent_non_hispanic_white,social_vulnerability_index,svi_category,cvac_level_of_concern_for_vaccination_rollout,cvac_level_of_concern,percent_adults_fully_vaccinated_against_covid19,estimated_hesitant
NORTH CAROLINA,0.0397,0.0043,0.0058,0.0094,0.0,0.9262,0.28,Low Concern,0.58,Moderate Concern,0.238,0.18
NORTH CAROLINA,0.0776,0.0026,0.0011,0.2485,0.0,0.6582,0.72,High Concern,0.7,High Concern,0.271,0.17
NEW MEXICO,0.4999,0.0411,0.0252,0.0247,0.0006,0.3868,0.68,High Concern,0.45,Moderate Concern,0.0,0.13
NEW YORK,0.1021,0.001,0.0186,0.0551,0.0006,0.7905,0.47,Moderate Concern,0.21,Low Concern,0.168,0.14
NORTH CAROLINA,0.0369,0.0043,0.0,0.352,0.0,0.5993,0.81,Very High Concern,0.63,High Concern,0.256,0.18
NEW MEXICO,0.4217,0.0077,0.0126,0.0495,0.0026,0.4763,0.88,Very High Concern,0.49,Moderate Concern,0.0,0.16
NORTH CAROLINA,0.1158,0.0131,0.0239,0.3597,0.0026,0.4346,0.86,Very High Concern,0.72,High Concern,0.275,0.22
NEW MEXICO,0.739,0.0533,0.0021,0.0057,0.0,0.1939,0.95,Very High Concern,0.67,High Concern,0.0,0.16
NEW YORK,0.1904,0.0014,0.1178,0.2997,0.0004,0.364,0.82,Very High Concern,0.36,Low Concern,0.151,0.14
NORTH CAROLINA,0.1034,0.0012,0.0,0.2968,0.0,0.5887,0.86,Very High Concern,0.74,High Concern,0.29,0.17
NEBRASKA,0.0,0.0093,0.0,0.0,0.0,0.9504,0.0,Very Low Concern,0.16,Very Low Concern,0.089,0.18
NEW YORK,0.0291,0.0027,0.0141,0.0407,0.0002,0.8993,0.53,Moderate Concern,0.22,Low Concern,0.287,0.17
NEW MEXICO,0.2029,0.3801,0.0064,0.0067,0.0006,0.3819,0.92,Very High Concern,0.69,High Concern,0.0,0.19
NEW YORK,0.021,0.0311,0.0079,0.0141,0.0,0.9058,0.73,High Concern,0.43,Moderate Concern,0.186,0.16
NEW MEXICO,0.7774,0.0103,0.0097,0.0093,0.0,0.1783,0.99,Very High Concern,0.64,High Concern,0.0,0.12
NEW YORK,0.0591,0.0047,0.0105,0.0545,0.0001,0.8528,0.42,Moderate Concern,0.42,Moderate Concern,0.152,0.14
NEW MEXICO,0.3318,0.005,0.0007,0.0052,0.0,0.6491,0.48,Moderate Concern,0.5,Moderate Concern,0.0,0.17
NORTH CAROLINA,0.0429,0.003,0.0117,0.0531,0.0006,0.8638,0.43,Moderate Concern,0.25,Low Concern,0.198,0.17
NORTH CAROLINA,0.2217,0.0045,0.0038,0.236,0.0008,0.5156,0.98,Very High Concern,0.87,Very High Concern,0.153,0.19
NEW MEXICO,0.4529,0.0137,0.006,0.0161,0.0019,0.4962,0.81,Very High Concern,0.66,High Concern,0.0,0.16
NEW YORK,0.1219,0.0015,0.0352,0.098,0.0004,0.7147,0.42,Moderate Concern,0.08,Very Low Concern,0.169,0.13
NEW YORK,0.0329,0.0047,0.0041,0.0395,0.0,0.8991,0.31,Low Concern,0.3,Low Concern,0.145,0.15
NEW YORK,0.0173,0.0029,0.0053,0.007,0.0009,0.9585,0.29,Low Concern,0.19,Very Low Concern,0.187,0.19
NEW YORK,0.0321,0.0019,0.0291,0.0153,0.0001,0.9035,0.05,Very Low Concern,0.03,Very Low Concern,0.238,0.12
NEW MEXICO,0.5689,0.0586,0.0079,0.0016,0.0,0.3527,0.86,Very High Concern,0.6,High Concern,0.0,0.12
NORTH CAROLINA,0.0611,0.0041,0.0361,0.0605,0.0013,0.8156,0.85,Very High Concern,0.66,High Concern,0.207,0.19
NORTH CAROLINA,0.0398,0.0033,0.0042,0.0553,0.0002,0.8721,0.12,Very Low Concern,0.41,Moderate Concern,0.199,0.18
NEW YORK,0.1931,0.0016,0.0388,0.0726,0.0002,0.6757,0.21,Low Concern,0.05,Very Low Concern,0.187,0.11
NORTH CAROLINA,0.1915,0.0073,0.012,0.195,0.0005,0.5813,0.85,Very High Concern,0.73,High Concern,0.209,0.16
NEW YORK,0.141,0.0015,0.0069,0.0189,0.0,0.8127,0.83,Very High Concern,0.39,Low Concern,0.183,0.16
NORTH CAROLINA,0.0209,0.101,0.0,0.002,0.0001,0.8659,0.63,High Concern,0.79,High Concern,0.251,0.18
NEW YORK,0.0256,0.0027,0.0098,0.012,0.0006,0.9377,0.17,Very Low Concern,0.09,Very Low Concern,0.254,0.14
NORTH CAROLINA,0.0795,0.0037,0.0053,0.2978,0.0007,0.58,0.66,High Concern,0.62,High Concern,0.262,0.2
NORTH CAROLINA,0.0333,0.0039,0.002,0.0208,0.0016,0.934,0.22,Low Concern,0.7,High Concern,0.156,0.18
NEW MEXICO,0.1903,0.0006,0.0,0.0,0.0,0.8091,0.34,Low Concern,0.53,Moderate Concern,0.0,0.14
NEW YORK,0.0493,0.0007,0.0268,0.0598,0.0,0.8321,0.34,Low Concern,0.15,Very Low Concern,0.2,0.14
NEW MEXICO,0.5348,0.0025,0.0,0.0157,0.0,0.4441,0.69,High Concern,0.58,Moderate Concern,0.0,0.16
NEW YORK,0.0877,0.0018,0.0359,0.1448,0.0002,0.7057,0.52,Moderate Concern,0.2,Very Low Concern,0.203,0.14
NORTH CAROLINA,0.0352,0.0026,0.0103,0.2092,0.0,0.7291,0.83,Very High Concern,0.73,High Concern,0.174,0.18
NEW YORK,0.1599,0.0023,0.0163,0.074,0.0,0.7151,0.79,High Concern,0.4,Low Concern,0.139,0.14
NORTH CAROLINA,0.0213,0.0057,0.0078,0.6114,0.0001,0.3455,0.94,Very High Concern,0.91,Very High Concern,0.197,0.17
NEW MEXICO,0.4976,0.1046,0.0325,0.0056,0.0,0.3419,0.97,Very High Concern,0.74,High Concern,0.0,0.14
NEW YORK,0.0295,0.0011,0.0056,0.041,0.0001,0.9009,0.5,Moderate Concern,0.17,Very Low Concern,0.207,0.15
NEW YORK,0.0259,0.0013,0.0066,0.0096,0.0001,0.9404,0.65,High Concern,0.23,Low Concern,0.185,0.16
NEW MEXICO,0.7124,0.1431,0.0048,0.0044,0.0003,0.1244,0.0,Very Low Concern,0.62,High Concern,0.0,0.12
NORTH CAROLINA,0.1277,0.0078,0.0104,0.2041,0.0015,0.6134,0.79,High Concern,0.65,High Concern,0.153,0.21
NEW YORK,0.0597,0.0009,0.0656,0.115,0.0004,0.7217,0.3,Low Concern,0.11,Very Low Concern,0.233,0.13
NEW YORK,0.2467,0.0016,0.0592,0.1343,0.0002,0.5348,0.55,Moderate Concern,0.13,Very Low Concern,0.23,0.11
NEW YORK,0.0577,0.0021,0.0403,0.0568,0.0003,0.8201,0.69,High Concern,0.21,Low Concern,0.242,0.15
NORTH CAROLINA,0.0968,0.0038,0.0042,0.0236,0.0001,0.8688,0.63,High Concern,0.75,High Concern,0.238,0.19
NEW MEXICO,0.5049,0.0185,0.0047,0.0087,0.0001,0.4581,0.93,Very High Concern,0.53,Moderate Concern,0.0,0.14
NEW YORK,0.0166,0.0011,0.0007,0.008,0.0004,0.9595,0.39,Low Concern,0.18,Very Low Concern,0.469,0.17
NORTH CAROLINA,0.1334,0.0782,0.0151,0.3305,0.0008,0.3988,0.89,Very High Concern,0.83,Very High Concern,0.121,0.22
NORTH CAROLINA,0.0292,0.0,0.0179,0.1384,0.0012,0.8046,0.31,Low Concern,0.4,Low Concern,0.231,0.18
NORTH CAROLINA,0.068,0.003,0.0071,0.0496,0.0,0.8441,0.44,Moderate Concern,0.27,Low Concern,0.246,0.18
NEW YORK,0.0236,0.0075,0.0099,0.0223,0.0006,0.9197,0.75,High Concern,0.29,Low Concern,0.275,0.17
NORTH CAROLINA,0.0468,0.0037,0.0105,0.0584,0.0,0.8679,0.63,High Concern,0.63,High Concern,0.166,0.2
NEW MEXICO,0.5867,0.0081,0.0057,0.034,0.0002,0.3541,0.92,Very High Concern,0.75,High Concern,0.0,0.15
NORTH CAROLINA,0.0842,0.0039,0.0049,0.248,0.0,0.6347,0.64,High Concern,0.6,Moderate Concern,0.17,0.19
NEW YORK,0.0219,0.003,0.0043,0.0088,0.0,0.9474,0.56,Moderate Concern,0.32,Low Concern,0.177,0.15
NORTH CAROLINA,0.1509,0.0044,0.0008,0.3466,0.0003,0.4676,0.99,Very High Concern,0.86,Very High Concern,0.171,0.2
NEW YORK,0.2804,0.0023,0.2534,0.1721,0.0004,0.2505,0.62,High Concern,0.32,Low Concern,0.185,0.11
NORTH CAROLINA,0.1281,0.003,0.0233,0.2567,0.0004,0.5669,0.68,High Concern,0.5,Moderate Concern,0.22,0.18
NORTH CAROLINA,0.0657,0.004,0.0124,0.0622,0.0014,0.8354,0.38,Low Concern,0.38,Low Concern,0.216,0.17
NEW MEXICO,0.5675,0.0106,0.009,0.0143,0.0001,0.3888,0.96,Very High Concern,0.69,High Concern,0.0,0.17
NEW MEXICO,0.6058,0.0378,0.0051,0.0106,0.0,0.326,0.9,Very High Concern,0.65,High Concern,0.0,0.13
NEW YORK,0.0163,0.0023,0.0117,0.0142,0.0003,0.944,0.58,Moderate Concern,0.44,Moderate Concern,0.139,0.16
NORTH CAROLINA,0.0778,0.0019,0.0049,0.3866,0.0002,0.4922,0.99,Very High Concern,0.69,High Concern,0.213,0.22
NEW YORK,0.0388,0.0008,0.0078,0.0153,0.0,0.9209,0.63,High Concern,0.39,Low Concern,0.135,0.15
NEW YORK,0.0302,0.0098,0.011,0.0689,0.0002,0.8544,0.33,Low Concern,0.2,Low Concern,0.176,0.15
NEW MEXICO,0.1425,0.7351,0.0098,0.0056,0.0004,0.0864,0.99,Very High Concern,0.85,Very High Concern,0.0,0.26
NORTH CAROLINA,0.0725,0.0019,0.0072,0.0494,0.0005,0.8481,0.36,Low Concern,0.44,Moderate Concern,0.171,0.18
NEW MEXICO,0.4212,0.0053,0.005,0.0241,0.0007,0.5183,0.94,Very High Concern,0.65,High Concern,0.0,0.16
NEW YORK,0.027,0.0022,0.0076,0.019,0.0,0.9262,0.35,Low Concern,0.17,Very Low Concern,0.182,0.15
NEW YORK,0.0221,0.0047,0.009,0.0167,0.0011,0.9309,0.17,Very Low Concern,0.11,Very Low Concern,0.197,0.15
NORTH CAROLINA,0.0532,0.034,0.0041,0.2999,0.0001,0.5932,0.95,Very High Concern,0.82,Very High Concern,0.164,0.21
NEW MEXICO,0.3035,0.0205,0.0075,0.004,0.0,0.6469,0.91,Very High Concern,0.62,High Concern,0.0,0.14
NEW YORK,0.0369,0.0008,0.0132,0.0182,0.0001,0.9113,0.42,Moderate Concern,0.2,Very Low Concern,0.173,0.15
NEW MEXICO,0.5811,0.0135,0.0,0.0126,0.0,0.39,0.96,Very High Concern,0.63,High Concern,0.0,0.14
NEW YORK,0.0216,0.0021,0.0059,0.0103,0.0002,0.9451,0.53,Moderate Concern,0.35,Low Concern,0.216,0.15
NORTH CAROLINA,0.0594,0.0765,0.007,0.0216,0.0,0.8066,0.62,High Concern,0.68,High Concern,0.203,0.18
NEW YORK,0.0354,0.0715,0.0054,0.0562,0.0022,0.8162,0.71,High Concern,0.36,Low Concern,0.262,0.17
NEW YORK,0.0195,0.002,0.0077,0.0062,0.0,0.95,0.2,Very Low Concern,0.13,Very Low Concern,0.198,0.15
NORTH CAROLINA,0.1221,0.0009,0.015,0.1107,0.0007,0.717,0.38,Low Concern,0.36,Low Concern,0.265,0.16
NEW YORK,0.0186,0.0008,0.007,0.0083,0.0,0.9496,0.37,Low Concern,0.22,Low Concern,0.213,0.17
NEW YORK,0.1771,0.0011,0.0585,0.1131,0.0,0.6313,0.6,High Concern,0.21,Low Concern,0.199,0.14
NEW MEXICO,0.6826,0.0066,0.0105,0.0161,0.0003,0.2724,0.98,Very High Concern,0.66,High Concern,0.0,0.14
NEW YORK,0.0748,0.0029,0.0056,0.0235,0.0005,0.8744,0.72,High Concern,0.33,Low Concern,0.188,0.15
NORTH CAROLINA,0.0404,0.0026,0.0133,0.4825,0.0003,0.446,0.94,Very High Concern,0.87,Very High Concern,0.12,0.2
NORTH CAROLINA,0.0748,0.0252,0.0015,0.344,0.0,0.5475,0.94,Very High Concern,0.91,Very High Concern,0.176,0.21
NORTH CAROLINA,0.0384,0.0113,0.0077,0.5868,0.0016,0.3325,0.99,Very High Concern,0.82,Very High Concern,0.125,0.2
NEW YORK,0.0441,0.0012,0.0078,0.0272,0.0012,0.8993,0.34,Low Concern,0.26,Low Concern,0.172,0.15
NEW YORK,0.0491,0.0049,0.0367,0.1084,0.0002,0.7685,0.52,Moderate Concern,0.17,Very Low Concern,0.268,0.14
NORTH CAROLINA,0.0548,0.0037,0.0051,0.0455,0.0004,0.8731,0.65,High Concern,0.64,High Concern,0.199,0.2
NORTH CAROLINA,0.0701,0.0028,0.0153,0.1617,0.0006,0.7247,0.67,High Concern,0.48,Moderate Concern,0.171,0.19
NORTH CAROLINA,0.0797,0.0041,0.0493,0.3353,0.0005,0.5035,0.64,High Concern,0.59,Moderate Concern,0.188,0.18
NEW MEXICO,0.3836,0.3903,0.0015,0.0088,0.0003,0.1931,1.0,Very High Concern,0.71,High Concern,0.0,0.26
NEW YORK,0.032,0.0015,0.0088,0.0135,0.0002,0.9317,0.4,Moderate Concern,0.29,Low Concern,0.138,0.15
NEW YORK,0.5603,0.0023,0.0359,0.2923,0.0003,0.0914,0.99,Very High Concern,0.51,Moderate Concern,0.171,0.16
NORTH CAROLINA,0.0968,0.0022,0.0431,0.0806,0.0,0.7554,0.65,High Concern,0.39,Low Concern,0.201,0.18
NORTH CAROLINA,0.0711,0.0027,0.0153,0.0915,0.0001,0.8018,0.68,High Concern,0.67,High Concern,0.167,0.19
NORTH CAROLINA,0.136,0.0046,0.0063,0.1545,0.0004,0.678,0.54,Moderate Concern,0.6,Moderate Concern,0.176,0.18
NEW YORK,0.0301,0.0025,0.0027,0.029,0.0002,0.9196,0.39,Low Concern,0.19,Very Low Concern,0.272,0.17
NEW YORK,0.2583,0.0012,0.1205,0.1247,0.0003,0.4691,0.55,Moderate Concern,0.18,Very Low Concern,0.238,0.11
NEW MEXICO,0.8148,0.0,0.0,0.0004,0.0,0.1572,0.8,High Concern,0.64,High Concern,0.0,0.12
NORTH CAROLINA,0.1256,0.0028,0.0156,0.1939,0.0004,0.6406,0.78,High Concern,0.6,Moderate Concern,0.205,0.18
NEW YORK,0.031,0.0029,0.0078,0.0198,0.0001,0.9269,0.5,Moderate Concern,0.29,Low Concern,0.155,0.16
NEW YORK,0.0474,0.0024,0.0137,0.0215,0.0003,0.8984,0.23,Low Concern,0.1,Very Low Concern,0.218,0.13
NEW MEXICO,0.6706,0.0074,0.0083,0.0131,0.0,0.2951,1.0,Very High Concern,0.75,High Concern,0.0,0.14
NORTH CAROLINA,0.0459,0.0013,0.0021,0.5746,0.0012,0.3621,0.97,Very High Concern,0.79,High Concern,0.161,0.2
NEW MEXICO,0.4234,0.0152,0.0002,0.0143,0.0,0.5129,0.68,High Concern,0.82,Very High Concern,0.0,0.16
NEW MEXICO,0.3968,0.0,0.0,0.0,0.0068,0.5896,0.36,Low Concern,0.66,High Concern,0.0,0.16
NEW YORK,0.1497,0.0009,0.0204,0.0273,0.0002,0.7871,0.08,Very Low Concern,0.04,Very Low Concern,0.194,0.12
NORTH CAROLINA,0.0763,0.0015,0.0247,0.1188,0.0,0.7598,0.37,Low Concern,0.34,Low Concern,0.195,0.17
NEW YORK,0.0477,0.0006,0.0174,0.0431,0.0,0.8635,0.39,Low Concern,0.15,Very Low Concern,0.193,0.14
NORTH CAROLINA,0.0495,0.0041,0.0042,0.0073,0.001,0.9252,0.5,Moderate Concern,0.71,High Concern,0.201,0.19
NEW YORK,0.0516,0.0014,0.096,0.0348,0.0006,0.7712,0.35,Low Concern,0.34,Low Concern,0.2,0.12
NORTH CAROLINA,0.0481,0.0066,0.0058,0.0968,0.0001,0.8191,0.36,Low Concern,0.27,Low Concern,0.277,0.15
NEW YORK,0.0308,0.0028,0.0134,0.059,0.0001,0.8623,0.49,Moderate Concern,0.2,Low Concern,0.213,0.15
NEW MEXICO,0.5121,0.0253,0.0121,0.0089,0.0007,0.4278,0.53,Moderate Concern,0.3,Low Concern,0.0,0.12
NEW YORK,0.0752,0.0037,0.0171,0.0572,0.0019,0.8164,0.65,High Concern,0.23,Low Concern,0.262,0.19
NORTH CAROLINA,0.0315,0.0153,0.0073,0.0124,0.0,0.9099,0.49,Moderate Concern,0.6,High Concern,0.188,0.18
NORTH CAROLINA,0.1007,0.0037,0.013,0.0336,0.0,0.8311,0.32,Low Concern,0.27,Low Concern,0.217,0.16
NEW MEXICO,0.3891,0.1207,0.0118,0.0207,0.0013,0.4349,0.48,Moderate Concern,0.36,Low Concern,0.0,0.14
NEW MEXICO,0.4913,0.0142,0.0046,0.0145,0.0,0.4679,0.7,High Concern,0.46,Moderate Concern,0.0,0.15
NORTH CAROLINA,0.001,0.0094,0.0053,0.3342,0.0,0.6326,0.36,Low Concern,0.71,High Concern,0.188,0.18
NEW YORK,0.055,0.0045,0.0355,0.1301,0.0003,0.7549,0.41,Moderate Concern,0.17,Very Low Concern,0.196,0.14
NEW MEXICO,0.1797,0.009,0.0497,0.0057,0.0,0.7182,0.02,Very Low Concern,0.15,Very Low Concern,0.0,0.12
NEW YORK,0.2049,0.0023,0.0267,0.0999,0.0003,0.6424,0.55,Moderate Concern,0.2,Low Concern,0.168,0.14
NEW YORK,0.169,0.0012,0.096,0.1115,0.0002,0.5998,0.24,Low Concern,0.05,Very Low Concern,0.249,0.1
NEW YORK,0.0274,0.0031,0.006,0.0279,0.0001,0.9232,0.4,Moderate Concern,0.18,Very Low Concern,0.176,0.14
NORTH CAROLINA,0.0403,0.0021,0.0067,0.3271,0.001,0.6117,0.84,Very High Concern,0.83,Very High Concern,0.211,0.2
NORTH CAROLINA,0.0749,0.0038,0.0077,0.0254,0.0003,0.8726,0.14,Very Low Concern,0.23,Low Concern,0.347,0.17
NEW YORK,0.0165,0.0011,0.0153,0.0157,0.0,0.9357,0.47,Moderate Concern,0.22,Low Concern,0.178,0.16
NORTH CAROLINA,0.0506,0.0132,0.0044,0.0391,0.0002,0.8874,0.64,High Concern,0.6,Moderate Concern,0.214,0.19
NEW YORK,0.1844,0.001,0.0922,0.0936,0.0003,0.6101,0.48,Moderate Concern,0.23,Low Concern,0.215,0.12
NORTH CAROLINA,0.0729,0.0057,0.0274,0.2137,0.0011,0.6588,0.81,Very High Concern,0.57,Moderate Concern,0.248,0.19
NEW YORK,0.0366,0.0019,0.013,0.0258,0.0005,0.9076,0.34,Low Concern,0.22,Low Concern,0.165,0.15
NEW YORK,0.0349,0.0042,0.0083,0.0476,0.0002,0.8901,0.45,Moderate Concern,0.47,Moderate Concern,0.162,0.15
NEW YORK,0.0421,0.0015,0.0433,0.0515,0.0002,0.8338,0.62,High Concern,0.21,Low Concern,0.201,0.15
NORTH CAROLINA,0.0462,0.0092,0.0008,0.3036,0.0,0.6257,0.88,Very High Concern,0.76,High Concern,0.215,0.22
NEW MEXICO,0.4309,0.003,0.0015,0.0078,0.0,0.5469,0.75,High Concern,0.64,High Concern,0.0,0.14
NEW YORK,0.033,0.0083,0.0079,0.0202,0.0,0.9052,0.19,Very Low Concern,0.15,Very Low Concern,0.186,0.17
NEW MEXICO,0.3828,0.0607,0.0125,0.0323,0.0015,0.4886,0.91,Very High Concern,0.74,High Concern,0.0,0.17
NORTH CAROLINA,0.1044,0.0032,0.0373,0.1745,0.0007,0.6559,0.42,Moderate Concern,0.41,Moderate Concern,0.159,0.17
NEW MEXICO,0.494,0.0039,0.0043,0.0067,0.0,0.4674,0.96,Very High Concern,0.57,Moderate Concern,0.0,0.16
NORTH CAROLINA,0.1349,0.0021,0.0487,0.3588,0.0004,0.4247,0.62,High Concern,0.5,Moderate Concern,0.258,0.17
NORTH CAROLINA,0.0288,0.0352,0.0073,0.5261,0.0014,0.384,0.96,Very High Concern,0.73,High Concern,0.196,0.2
NEW YORK,0.0706,0.0022,0.0443,0.0944,0.0005,0.726,0.39,Low Concern,0.15,Very Low Concern,0.207,0.14
NEW YORK,0.0222,0.0008,0.0065,0.0096,0.0002,0.9471,0.44,Moderate Concern,0.39,Low Concern,0.211,0.13
NORTH DAKOTA,0.0216,0.0111,0.0039,0.0036,0.0,0.9524,0.03,Very Low Concern,0.15,Very Low Concern,0.24,0.31
OHIO,0.0146,0.001,0.0047,0.0539,0.0,0.9033,0.55,Moderate Concern,0.28,Low Concern,0.208,0.22
OHIO,0.0423,0.0015,0.0054,0.0337,0.0001,0.895,0.79,High Concern,0.49,Moderate Concern,0.199,0.25
NORTH CAROLINA,0.0612,0.0034,0.0092,0.0357,0.0,0.8738,0.79,High Concern,0.82,Very High Concern,0.219,0.19
NORTH DAKOTA,0.0,0.0067,0.0,0.0175,0.0,0.9636,0.01,Very Low Concern,0.18,Very Low Concern,0.067,0.31
OHIO,0.0593,0.0013,0.0301,0.2924,0.0002,0.5892,0.68,High Concern,0.24,Low Concern,0.203,0.2
NORTH CAROLINA,0.0558,0.0014,0.0018,0.0034,0.0,0.92,0.42,Moderate Concern,0.59,Moderate Concern,0.152,0.19
OHIO,0.022,0.0005,0.0159,0.0724,0.0005,0.8603,0.24,Low Concern,0.06,Very Low Concern,0.2,0.2
NORTH CAROLINA,0.0227,0.003,0.0028,0.5632,0.0,0.3873,0.9,Very High Concern,0.86,Very High Concern,0.209,0.2
NORTH DAKOTA,0.0428,0.0124,0.0124,0.0317,0.0,0.8916,0.03,Very Low Concern,0.07,Very Low Concern,0.206,0.31
OHIO,0.0192,0.001,0.0123,0.0368,0.0001,0.9007,0.23,Low Concern,0.12,Very Low Concern,0.215,0.21
NORTH CAROLINA,0.1035,0.0032,0.0083,0.3906,0.0,0.4697,0.94,Very High Concern,0.81,Very High Concern,0.186,0.2
NORTH CAROLINA,0.0882,0.0029,0.0087,0.157,0.0001,0.7204,0.81,Very High Concern,0.66,High Concern,0.169,0.2
NORTH CAROLINA,0.0377,0.0507,0.005,0.5008,0.0017,0.3834,0.89,Very High Concern,0.87,Very High Concern,0.144,0.19
NORTH CAROLINA,0.0442,0.0045,0.0042,0.0952,0.0002,0.8329,0.76,High Concern,0.74,High Concern,0.138,0.18
NORTH DAKOTA,0.025,0.039,0.0077,0.022,0.0009,0.8891,0.17,Very Low Concern,0.05,Very Low Concern,0.24,0.27
NORTH CAROLINA,0.0537,0.0007,0.0118,0.3641,0.0,0.5476,0.77,High Concern,0.72,High Concern,0.229,0.18
OHIO,0.0194,0.0012,0.0125,0.0141,0.0002,0.9352,0.1,Very Low Concern,0.06,Very Low Concern,0.204,0.21
OHIO,0.0152,0.0012,0.0066,0.0135,0.0,0.9555,0.09,Very Low Concern,0.14,Very Low Concern,0.23,0.17
NORTH CAROLINA,0.1143,0.0039,0.0121,0.057,0.0001,0.7902,0.7,High Concern,0.72,High Concern,0.143,0.2
NORTH DAKOTA,0.0205,0.012,0.0102,0.0223,0.0007,0.9252,0.12,Very Low Concern,0.1,Very Low Concern,0.295,0.29
NORTH DAKOTA,0.0361,0.0097,0.0037,0.0105,0.0031,0.9202,0.09,Very Low Concern,0.08,Very Low Concern,0.252,0.27
NORTH DAKOTA,0.0253,0.0965,0.008,0.0171,0.002,0.8346,0.22,Low Concern,0.26,Low Concern,0.121,0.31
NORTH DAKOTA,0.0347,0.0284,0.0053,0.0033,0.0,0.9089,0.04,Very Low Concern,0.22,Low Concern,0.303,0.27
NORTH CAROLINA,0.0306,0.0042,0.0036,0.0417,0.0,0.9109,0.31,Low Concern,0.59,Moderate Concern,0.152,0.2
OHIO,0.0471,0.0013,0.0328,0.0798,0.0009,0.8101,0.36,Low Concern,0.12,Very Low Concern,0.179,0.21
OHIO,0.0157,0.0029,0.005,0.0075,0.0,0.9608,0.13,Very Low Concern,0.13,Very Low Concern,0.18,0.22
NORTH CAROLINA,0.0701,0.0069,0.0087,0.0155,0.0,0.8904,0.35,Low Concern,0.55,Moderate Concern,0.169,0.18
NORTH DAKOTA,0.0347,0.0311,0.0065,0.0099,0.0,0.8979,0.1,Very Low Concern,0.11,Very Low Concern,0.217,0.27
NORTH CAROLINA,0.1535,0.003,0.0144,0.1759,0.0,0.6327,0.87,Very High Concern,0.85,Very High Concern,0.159,0.17
OHIO,0.0215,0.0003,0.0099,0.0231,0.0004,0.9244,0.5,Moderate Concern,0.3,Low Concern,0.201,0.25
NORTH DAKOTA,0.0055,0.7804,0.0014,0.0064,0.0,0.1814,0.91,Very High Concern,0.65,High Concern,0.501,0.29
OHIO,0.06,0.0019,0.0086,0.1463,0.0,0.7595,0.59,Moderate Concern,0.18,Very Low Concern,0.233,0.22
NORTH DAKOTA,0.0314,0.019,0.0,0.0,0.0,0.9019,0.09,Very Low Concern,0.15,Very Low Concern,0.175,0.31
OHIO,0.0768,0.0008,0.0031,0.0086,0.0001,0.898,0.16,Very Low Concern,0.11,Very Low Concern,0.279,0.22
NORTH DAKOTA,0.0544,0.0119,0.0125,0.0196,0.0033,0.8734,0.21,Low Concern,0.16,Very Low Concern,0.178,0.31
NORTH DAKOTA,0.0107,0.0141,0.0003,0.0,0.0034,0.9521,0.02,Very Low Concern,0.12,Very Low Concern,0.305,0.29
OHIO,0.0997,0.0038,0.0032,0.0142,0.0003,0.864,0.22,Low Concern,0.1,Very Low Concern,0.238,0.22
NORTH DAKOTA,0.031,0.0036,0.0028,0.0238,0.0,0.9194,0.02,Very Low Concern,0.17,Very Low Concern,0.312,0.29
OHIO,0.0192,0.0021,0.0262,0.0289,0.0006,0.8961,0.73,High Concern,0.2,Very Low Concern,0.175,0.23
NORTH CAROLINA,0.0421,0.0012,0.0179,0.1119,0.0,0.8082,0.63,High Concern,0.53,Moderate Concern,0.114,0.18
NORTH CAROLINA,0.0522,0.0018,0.0022,0.4746,0.0,0.4437,0.88,Very High Concern,0.87,Very High Concern,0.198,0.17
NORTH DAKOTA,0.0277,0.0062,0.005,0.0054,0.0,0.9492,0.11,Very Low Concern,0.11,Very Low Concern,0.269,0.27
NORTH CAROLINA,0.0648,0.0239,0.0094,0.3179,0.0,0.5706,0.98,Very High Concern,0.83,Very High Concern,0.209,0.22
OHIO,0.0107,0.0004,0.0014,0.0062,0.0007,0.9599,0.77,High Concern,0.25,Low Concern,0.196,0.25
NORTH CAROLINA,0.0694,0.009,0.0044,0.3687,0.0,0.5311,0.88,Very High Concern,0.88,Very High Concern,0.197,0.17
NORTH DAKOTA,0.0396,0.0396,0.0018,0.0076,0.0,0.8858,0.19,Very Low Concern,0.25,Low Concern,0.34,0.27
NORTH DAKOTA,0.031,0.0279,0.0,0.0039,0.0004,0.9097,0.06,Very Low Concern,0.07,Very Low Concern,0.235,0.31
NORTH DAKOTA,0.0769,0.0304,0.0097,0.0444,0.0013,0.7954,0.25,Low Concern,0.19,Very Low Concern,0.123,0.31
NORTH CAROLINA,0.0555,0.0022,0.013,0.1345,0.0009,0.7711,0.38,Low Concern,0.42,Moderate Concern,0.234,0.17
NORTH DAKOTA,0.0269,0.0086,0.0285,0.0555,0.0002,0.8544,0.14,Very Low Concern,0.09,Very Low Concern,0.269,0.28
OHIO,0.0098,0.0003,0.0052,0.0201,0.0002,0.9477,0.56,Moderate Concern,0.24,Low Concern,0.193,0.24
OHIO,0.0343,0.0016,0.0061,0.0804,0.0003,0.8406,0.73,High Concern,0.23,Low Concern,0.247,0.24
OHIO,0.0136,0.0043,0.0077,0.0218,0.0013,0.9314,0.66,High Concern,0.37,Low Concern,0.231,0.23
NORTH DAKOTA,0.0282,0.0043,0.0174,0.0,0.0054,0.9023,0.21,Low Concern,0.17,Very Low Concern,0.155,0.31
