,percent_hispanic,percent_non_hispanic_american_indianalaska_native,percent_non_hispanic_asian,percent_non_hispanic_black,percent_non_hispanic_native_hawaiianpacific_islander,percent_non_hispanic_white,social_vulnerability_index,cvac_level_of_concern_for_vaccination_rollout,actual_y,predict_y
870,0.0146,0.0016,0.0076,0.006999999999999999,0.0008,0.9625,0.54,0.55,0.18,0.20587474782867957
871,0.0183,0.0004,0.0052,0.006,0.0,0.955,0.02,0.14,0.16,0.17884515910434934
872,0.0602,0.0,0.0033,0.0059,0.0,0.9157,0.27,0.59,0.19,0.19913573144111277
873,0.0234,0.0014,0.0103,0.0124,0.0001,0.9395,0.11,0.15,0.16,0.1788358005226095
874,0.0153,0.0027,0.0035,0.0044,0.0,0.9559,0.05,0.24,0.18,0.18438516466481844
875,0.0163,0.0031,0.0072,0.0003,0.0,0.9552,0.37,0.69,0.21,0.20754977393818672
876,0.0428,0.0016,0.0098,0.0697,0.0,0.8492,0.73,0.75,0.2,0.21308988046533917
877,0.039,0.0015,0.029,0.0671,0.0001,0.8425,0.08,0.36,0.16,0.1797412854537506
878,0.0131,0.0059,0.0,0.3345,0.0,0.6276,0.96,0.58,0.18,0.22575083374915467
879,0.0314,0.0018,0.0059,0.1007,0.0001,0.8485,0.46,0.51,0.18,0.20402538586065236
880,0.015,0.0002,0.0037,0.0061,0.0,0.9615,0.12,0.4,0.17,0.19291950995456839
881,0.1536,0.0036,0.0128,0.0113,0.0002,0.7971,0.72,0.78,0.2,0.20138169428677902
882,0.1593,0.0014,0.0105,0.054000000000000006,0.0005,0.7478,0.77,0.77,0.2,0.20263704170575414
883,0.0203,0.0013,0.0091,0.0276,0.0007,0.927,0.59,0.67,0.19,0.21035714916499526
884,0.187,0.0005,0.0319,0.0699,0.0,0.695,0.14,0.24,0.14,0.1605181580742463
885,0.0301,0.0003,0.0038,0.0027,0.0,0.9453,0.05,0.19,0.16,0.18042250826194947
886,0.0327,0.0008,0.0032,0.064,0.0007,0.8767,0.38,0.43,0.18,0.19770595747013986
887,0.0956,0.0022,0.0248,0.029,0.0,0.8321,0.61,0.38,0.17,0.18422609404374526
888,0.2169,0.0013,0.0765,0.0655,0.0003,0.6164,0.35,0.18,0.13,0.14025028770532305
889,0.0244,0.001,0.0037,0.0063,0.0,0.953,0.11,0.23,0.17,0.18468612306440818
890,0.0253,0.0018,0.0122,0.0387,0.0003,0.9092,0.5,0.59,0.17,0.2042820302144697
891,0.008,0.0,0.009000000000000001,0.0014,0.0,0.9683,0.15,0.54,0.18,0.1980681771224619
892,0.013,0.0051,0.0012,0.0051,0.0,0.9562,0.45,0.65,0.18,0.2097466104260492
893,0.0596,0.0014,0.1073,0.1335,0.0007,0.6716,0.5,0.44,0.15,0.15954498193667604
894,0.1012,0.0023,0.0054,0.0102,0.0002,0.8679,0.29,0.35,0.16,0.18474295476867922
895,0.0246,0.0047,0.0023,0.0143,0.0,0.9503,0.38,0.6,0.2,0.2072331644151574
896,0.0141,0.001,0.0031,0.0044,0.0,0.9563,0.1,0.35,0.18,0.1897423466948633
897,0.12,0.0014,0.0052,0.0154,0.001,0.8457,0.33,0.31,0.17,0.18233840827594308
898,0.0128,0.0064,0.0008,0.0014,0.0026,0.967,0.14,0.29,0.18,0.19133702814411893
899,0.0453,0.0003,0.0029,0.0113,0.0,0.9348,0.59,0.91,0.2,0.22118685036236932
900,0.0443,0.0025,0.0344,0.1494,0.0004,0.7402,0.7,0.52,0.18,0.19551029343372572
901,0.0211,0.0009,0.0053,0.005,0.0,0.9585,0.2,0.12,0.18,0.18119706612657635
902,0.034,0.0012,0.0075,0.0684,0.0001,0.8637,0.23,0.41,0.18,0.19236325759215037
903,0.0054,0.0002,0.0028,0.0084,0.0004,0.9614,0.33,0.51,0.2,0.20140489223353958
904,0.0701,0.0014,0.0223,0.0107,0.0003,0.8814,0.54,0.68,0.17,0.19954489509446913
905,0.1427,0.0006,0.1181,0.047,0.0002,0.669,0.16,0.08,0.12,0.12373207401529346
906,0.0126,0.0052,0.0089,0.0031,0.0,0.9698,0.19,0.38,0.18,0.19341011587066453
907,0.0135,0.0005,0.0054,0.0055,0.0,0.9621,0.0,0.05,0.18,0.17523252662878647
908,0.0201,0.002,0.0146,0.0065,0.0,0.9503,0.21,0.56,0.2,0.19778730159056443
909,0.0492,0.0017,0.0508,0.0826,0.0002,0.7947,0.19,0.28,0.15,0.1691633849005243
910,0.1285,0.0029,0.0252,0.0984,0.0004,0.7179,0.71,0.26,0.17,0.1781712475556173
911,0.0094,0.0018,0.001,0.0272,0.0,0.9462,0.5,0.53,0.18,0.2067470684749355
912,0.0796,0.0023,0.0126,0.0075,0.0003,0.8784,0.46,0.71,0.19,0.20165685012261184
913,0.0302,0.0028,0.0008,0.0375,0.0002,0.9178,0.58,0.46,0.17,0.20389812428619433
914,0.0971,0.0007,0.0071,0.0258,0.0002,0.8544,0.43,0.33,0.17,0.18588262605615238
915,0.0107,0.0004,0.0042,0.0007,0.0006,0.9667,0.16,0.35,0.17,0.19113702024084558
916,0.0521,0.0006,0.0008,0.005,0.0008,0.9249,0.33,0.57,0.2,0.20102602627173374
917,0.0352,0.0046,0.0036,0.0754,0.0,0.878,0.37,0.41,0.18,0.1992367476977966
918,0.0252,0.0007,0.0044,0.0023,0.0,0.9531,0.2,0.72,0.2,0.20679749149912718
919,0.0182,0.0021,0.004,0.025,0.0004,0.9349,0.38,0.6,0.21,0.20591984173991087
920,0.0559,0.0,0.008,0.0052,0.0,0.9198,0.03,0.22,0.16,0.17826280104694645
921,0.0267,0.0002,0.0093,0.0066,0.0,0.9388,0.32,0.66,0.18,0.20354407296647326
922,0.0146,0.0003,0.002,0.0035,0.0005,0.9662,0.44,0.7,0.2,0.21186008290368777
923,0.104,0.0018,0.0084,0.1511,0.0,0.7197,0.67,0.48,0.18,0.19907125115207613
924,0.0312,0.0026,0.0056,0.0345,0.0,0.9144,0.18,0.24,0.18,0.18585259105703414
925,0.0154,0.0,0.013,0.0018,0.0,0.9629,0.0,0.11,0.18,0.17543656126094057
926,0.0203,0.0021,0.0064,0.0362,0.0,0.9117,0.74,0.43,0.18,0.20205761863237579
927,0.0396,0.0018,0.0085,0.0961,0.0,0.8245,0.5,0.47,0.16,0.1985676255084018
928,0.0405,0.0013,0.0015,0.0116,0.0001,0.9392,0.12,0.52,0.2,0.19786799540538885
929,0.0783,0.0,0.0071,0.0065,0.0,0.9021,0.21,0.34,0.19,0.18518226208946523
930,0.041,0.0017,0.0145,0.2984,0.0001,0.6164,0.52,0.41,0.18,0.2006033096939559
931,0.1737,0.0006,0.0543,0.1111,0.0002,0.6368,0.2,0.26,0.15,0.1554922873961328
932,0.0314,0.003,0.0069,0.0275,0.0,0.9114,0.26,0.06,0.2,0.1773810391016048
933,0.0617,0.0024,0.006,0.0078,0.0002,0.9102,0.22,0.01,0.21,0.17238298070482372
934,0.0268,0.0035,0.0056,0.0071,0.0,0.9477,0.1,0.04,0.19,0.17574579689332653
935,0.066,0.0029,0.0057,0.1092,0.0,0.7927,0.72,0.75,0.2,0.2140759725238193
936,0.0435,0.0141,0.0008,0.0123,0.0003,0.9185,0.12,0.04,0.2,0.1772397060645637
937,0.0381,0.0051,0.0017,0.0011,0.0,0.9373,0.53,0.03,0.21,0.18125353615018575
938,0.0115,0.0032,0.0018,0.0075,0.0,0.9704,0.24,0.58,0.2,0.2050869688904812
939,0.0281,0.0022,0.0033,0.0231,0.0,0.9335,0.17,0.04,0.18,0.17791129947177853
940,0.0642,0.0014,0.0,0.0024,0.0,0.9295,0.34,0.64,0.19,0.20490834487562717
941,0.0158,0.0036,0.0026,0.0017,0.0,0.961,0.07,0.07,0.2,0.17786577420830896
942,0.0225,0.0006,0.0065,0.0152,0.0,0.9501,0.01,0.01,0.2,0.17368837785070085
943,0.0134,0.0038,0.0034,0.0009,0.0,0.9676,0.38,0.75,0.18,0.21307043127242684
944,0.0165,0.0,0.0011,0.0163,0.0,0.9569,0.26,0.67,0.2,0.20868076549992062
945,0.0088,0.0028,0.0023,0.0115,0.0004,0.9643,0.45,0.55,0.2,0.20669448565517853
946,0.087,0.0028,0.0239,0.1267,0.0008,0.7256,0.62,0.61,0.19,0.19690369039547156
947,0.0151,0.0016,0.0033,0.0052,0.0,0.9603,0.01,0.01,0.21,0.1741537757747362
948,0.0126,0.0038,0.0049,0.0023,0.0,0.9615,0.35,0.66,0.2,0.20767409687063812
949,0.2195,0.0011,0.0367,0.0119,0.0004,0.7090000000000001,0.69,0.14,0.21,0.15708371914472513
950,0.032,0.0001,0.0213,0.0193,0.0,0.9165,0.15,0.0,0.21,0.16818290523299642
951,0.0301,0.0016,0.0064,0.0019,0.0015,0.9412,0.23,0.69,0.19,0.20475870374967084
952,0.0206,0.0035,0.0037,0.0041,0.0,0.9543,0.03,0.44,0.2,0.1929314459549526
953,0.0245,0.0061,0.0023,0.0061,0.0,0.9535,0.09,0.0,0.19,0.1757332453819483
954,0.2549,0.0001,0.0991,0.0252,0.0149,0.5957,0.74,0.03,0.19,0.13142373680709132
955,0.0975,0.0017,0.0025,0.0198,0.0,0.8707,0.39,0.07,0.18,0.1762697910951018
956,0.0379,0.0,0.0026,0.0086,0.0,0.9423,0.34,0.79,0.19,0.2123691159773319
957,0.0265,0.0017,0.0025,0.0008,0.0029,0.9544,0.04,0.04,0.18,0.176183730984368
958,0.0523,0.0045,0.0065,0.0093,0.0,0.9171,0.13,0.02,0.21,0.17252574334930595
959,0.0128,0.0011,0.0028,0.006,0.0,0.9693,0.0,0.0,0.2,0.17480978356595597
960,0.0189,0.0209,0.0001,0.005,0.0,0.9484,0.23,0.63,0.2,0.20833479223654247
961,0.027000000000000003,0.0024,0.0028,0.002,0.0014,0.9529,0.2,0.09,0.21,0.180345109960926
962,0.0978,0.0723,0.0046,0.0092,0.0,0.8075,0.33,0.1,0.21,0.18136674591506277
963,0.0174,0.0004,0.0049,0.0019,0.0004,0.962,0.06,0.02,0.21,0.17462064712223144
964,0.077,0.0005,0.0102,0.0002,0.0,0.9038,0.28,0.14,0.21,0.1759290674328624
965,0.179,0.002,0.0087,0.0247,0.0003,0.7673,0.39,0.03,0.2,0.16314306890459954
966,0.0167,0.005,0.0049,0.004,0.0006,0.9568,0.28,0.49,0.2,0.19940628401963495
967,0.0155,0.0032,0.003,0.0021,0.0,0.9657,0.03,0.01,0.2,0.17509483025724024
968,0.0321,0.0083,0.0058,0.0538,0.0002,0.8872,0.59,0.73,0.2,0.21460290534292334
969,0.0249,0.0001,0.002,0.0009,0.0,0.9694,0.05,0.0,0.19,0.1751480849864405
970,0.0492,0.0014,0.0095,0.0113,0.0003,0.9245,0.23,0.08,0.18,0.17659537148144594
971,0.0272,0.0014,0.0024,0.0032,0.0,0.9503,0.12,0.02,0.21,0.1752329954735506
972,0.0361,0.0022,0.0062,0.0276,0.0,0.9081,0.5,0.04,0.21,0.17992467918890676
973,0.029,0.0015,0.0034,0.006999999999999999,0.0,0.9486,0.09,0.6,0.19,0.20055373037292473
974,0.0269,0.0017,0.0185,0.0667,0.0007,0.8549,0.73,0.68,0.2,0.20785207608306233
975,0.2807,0.0028,0.0207,0.0272,0.0016,0.6582,0.86,0.33,0.19,0.17079610778136003
976,0.0193,0.0015,0.0248,0.0254,0.0002,0.9176,0.35,0.71,0.19,0.20274565376553305
977,0.0284,0.0008,0.0066,0.0047,0.0035,0.942,0.07,0.01,0.19,0.17341704876531006
978,0.0833,0.0025,0.081,0.0519,0.0003,0.7583,0.49,0.66,0.18,0.17454311023071006
979,0.044,0.0029,0.0031,0.004,0.0,0.9343,0.14,0.09,0.2,0.17737300183959112
980,0.0253,0.0017,0.0012,0.0099,0.0004,0.9576,0.06,0.06,0.2,0.1785840695828944
981,0.0304,0.0002,0.0435,0.0712,0.0,0.8053,0.49,0.13,0.21,0.16746459193074018
982,0.0158,0.0004,0.008,0.0041,0.0,0.96,0.22,0.43,0.19,0.19424861851771005
983,0.044,0.0031,0.0237,0.094,0.0024,0.8109,0.43,0.04,0.2,0.17400472386326607
984,0.0464,0.0031,0.0127,0.016,0.0,0.9147,0.21,0.07,0.19,0.17468878774114935
985,0.0193,0.002,0.0112,0.0105,0.0002,0.946,0.19,0.01,0.19,0.17424252555972516
986,0.0771,0.0033,0.0077,0.0169,0.0001,0.8776,0.46,0.04,0.21,0.1748504019226723
987,0.0247,0.0016,0.0107,0.0351,0.0051,0.9075,0.23,0.01,0.2,0.17597089279284406
988,0.0235,0.0021,0.0047,0.0199,0.0,0.9346,0.25,0.02,0.19,0.17735180988253257
989,0.0064,0.0009,0.0049,0.0256,0.0,0.9509,0.65,0.73,0.2,0.21694374038468753
990,0.0297,0.0026,0.0019,0.0076,0.0,0.9455,0.13,0.02,0.21,0.17594462113970594
991,0.0187,0.0018,0.0267,0.0165,0.0,0.9239,0.07,0.27,0.17,0.17793280950877569
992,0.0299,0.0,0.0146,0.005,0.0006,0.94,0.45,0.07,0.21,0.17842178746141266
993,0.03,0.003,0.0069,0.0177,0.0,0.9268,0.68,0.21,0.21,0.19079771192305886
994,0.0672,0.0023,0.0271,0.0745,0.0002,0.7997,0.27,0.02,0.19,0.16491502873088526
995,0.02,0.0002,0.0,0.0008,0.0,0.975,0.28,0.13,0.21,0.18547395088363516
996,0.0409,0.0016,0.0051,0.0775,0.0001,0.8485,0.67,0.65,0.2,0.2100956164852916
997,0.0197,0.0,0.0038,0.0095,0.0,0.9538,0.63,0.84,0.18,0.2197592043268775
998,0.028,0.0,0.0025,0.0011,0.0,0.9489,0.07,0.44,0.2,0.19214053369291403
999,0.0304,0.0028,0.0048,0.029,0.0,0.8812,0.49,0.62,0.21,0.20230882782952858
1000,0.0837,0.0033,0.0023,0.0047,0.0,0.8933,0.24,0.53,0.2,0.19465489397996696
1001,0.016,0.0034,0.0079,0.0201,0.0,0.9339,0.17,0.02,0.19,0.17529513115945197
1002,0.0093,0.0,0.009000000000000001,0.0088,0.0,0.9632,0.17,0.56,0.19,0.19984139817942154
1003,0.0549,0.0078,0.0162,0.008,0.0,0.8947,0.28,0.64,0.2,0.1973686523879698
1004,0.0346,0.001,0.0011,0.0059,0.0,0.9277,0.43,0.72,0.21,0.2087882875990746
1005,0.0307,0.0022,0.0041,0.008,0.0,0.9435,0.14,0.52,0.2,0.1973252196790614
1006,0.0195,0.0031,0.0036,0.0154,0.0,0.9424,0.16,0.0,0.19,0.17573222417722853
1007,0.081,0.0025,0.0013,0.0126,0.0005,0.8909,0.26,0.06,0.18,0.17541665419193497
1008,0.0421,0.0005,0.0056,0.0117,0.0,0.9228,0.22,0.6,0.19,0.19961174423922629
1009,0.0612,0.0011,0.0451,0.019,0.0,0.8542,0.06,0.01,0.16,0.15429440740141004
1010,0.0126,0.001,0.0044,0.0039,0.0,0.9641,0.03,0.57,0.18,0.19892598255620042
1011,0.0264,0.0005,0.0031,0.0064,0.0042,0.9434,0.12,0.0,0.19,0.17521931046827194
1012,0.0298,0.0,0.0034,0.0154,0.0001,0.9426,0.07,0.05,0.19,0.17634923971710628
1013,0.0662,0.0026,0.0056,0.0127,0.0,0.9047,0.32,0.19,0.2,0.1821423415949312
1014,0.0603,0.0005,0.0303,0.0135,0.0021,0.8918,0.12,0.04,0.2,0.16491850393070864
1015,0.02,0.0173,0.0,0.0031,0.0041,0.9463,0.18,0.02,0.19,0.18100213011210078
1016,0.1275,0.0,0.0,0.0025,0.0,0.8676,0.2,0.08,0.2,0.17183134521212226
1017,0.0201,0.0028,0.0089,0.0045,0.0,0.957,0.09,0.0,0.18,0.17342425027936045
1018,0.0341,0.0018,0.0667,0.0303,0.0002,0.8351,0.45,0.63,0.17,0.18085755131989656
1019,0.0261,0.0077,0.0039,0.0105,0.0003,0.9434,0.29,0.59,0.2,0.20430280190646477
1020,0.0562,0.0019,0.0622,0.07200000000000001,0.0007,0.7837,0.27,0.02,0.18,0.15339413167754298
1021,0.0325,0.002,0.0227,0.0539,0.0013,0.8581,0.18,0.01,0.2,0.16767243259072134
1022,0.0503,0.0031,0.0137,0.0467,0.0001,0.8715,0.46,0.04,0.2,0.1764796441334889
1023,0.016,0.0,0.0043,0.0031,0.0001,0.9651,0.16,0.07,0.2,0.17885779871954155
1024,0.1428,0.0033,0.0074,0.0006,0.0,0.8265,0.48,0.12,0.21,0.17157142955897417
1025,0.0224,0.0026,0.0154,0.0133,0.0023,0.9319,0.46,0.03,0.21,0.17788211021269282
1026,0.1075,0.0007,0.0074,0.0035,0.0005,0.8690000000000001,0.22,0.01,0.18,0.16722743629760245
1027,0.0158,0.0,0.0052,0.0043,0.0,0.9634,0.25,0.23,0.21,0.18698894794276025
1028,0.1039,0.002,0.0327,0.2764,0.0002,0.5525,0.8,0.7,0.19,0.20338681480893686
1029,0.0324,0.0061,0.015,0.0172,0.0015,0.9153,0.36,0.3,0.19,0.18758317421502368
1030,0.0177,0.0,0.0204,0.0006,0.0,0.9542,0.17,0.75,0.2,0.20313114555630574
1031,0.0148,0.0044,0.0046,0.003,0.0,0.9644,0.09,0.03,0.19,0.176708849296778
1032,0.0837,0.0018,0.0454,0.0655,0.0008,0.7771,0.38,0.01,0.19,0.1578478408797315
1033,0.121,0.0002,0.0053,0.0038,0.0,0.8541,0.48,0.1,0.2,0.17395059739951202
1034,0.0134,0.0011,0.0025,0.0005,0.0,0.9804,0.04,0.02,0.21,0.1769549243969892
1035,0.0487,0.003,0.0115,0.0173,0.0012,0.9059,0.25,0.03,0.19,0.17342422056382711
1036,0.0997,0.0016,0.0138,0.0346,0.0008,0.8320000000000001,0.15,0.45,0.17,0.18422391804708796
1037,0.1481,0.0071,0.0025,0.0105,0.0023,0.8155,0.54,0.53,0.2,0.1938500013363757
1038,0.0147,0.0001,0.0041,0.0047,0.0092,0.9547,0.13,0.1,0.2,0.18220761442868724
1039,0.0201,0.0019,0.0047,0.0071,0.0,0.9517,0.38,0.13,0.21,0.18418116843985513
1040,0.0369,0.0004,0.0065,0.0029,0.0001,0.9323,0.34,0.02,0.18,0.1753264262152519
1041,0.0139,0.0021,0.0051,0.0289,0.0,0.9411,0.31,0.66,0.19,0.20836395740943503
1042,0.0314,0.0,0.0044,0.0072,0.0,0.9488,0.07,0.03,0.19,0.17470553951279966
1043,0.0174,0.0007,0.0051,0.0388,0.0,0.9192,0.64,0.83,0.2,0.21947698396815601
1044,0.1029,0.0013,0.0065,0.0048,0.0002,0.8706,0.47,0.79,0.21,0.2059234378980964
1045,0.0147,0.0,0.0064,0.0004,0.0,0.9682,0.35,0.25,0.21,0.18905841119142602
1046,0.1662,0.0158,0.0281,0.0323,0.0027,0.7296,0.7,0.06,0.21,0.16416487095503052
1047,0.03,0.0015,0.0111,0.0477,0.0,0.8813,0.71,0.71,0.2,0.21085334047748575
1048,0.0203,0.0009,0.0095,0.0212,0.0,0.9387,0.19,0.03,0.2,0.1760585504044036
1049,0.0441,0.0018,0.0031,0.0159,0.0,0.9317,0.07,0.04,0.19,0.17546854342416368
1050,0.1578,0.0084,0.0337,0.0107,0.0,0.7814,0.46,0.2,0.21,0.16557680428184224
1051,0.0181,0.0,0.0028,0.0057,0.0,0.9592,0.08,0.55,0.2,0.19883275050937327
1052,0.0228,0.0034,0.0049,0.002,0.0,0.9537,0.42,0.82,0.2,0.2149821882874945
1053,0.0158,0.0021,0.0115,0.0088,0.0005,0.9505,0.03,0.0,0.2,0.17160648381823349
1054,0.0099,0.0,0.001,0.0003,0.0,0.9626,0.25,0.05,0.21,0.1791488189689108
1055,0.0159,0.0037,0.0009,0.003,0.0,0.9608,0.46,0.29,0.21,0.1941722877340864
1056,0.0183,0.0024,0.0097,0.0039,0.0,0.9554,0.38,0.75,0.18,0.2102542996798295
1057,0.048,0.0017,0.0082,0.0072,0.0003,0.9188,0.37,0.5,0.2,0.1961737519184401
1058,0.0321,0.0019,0.0077,0.0567,0.0,0.8733,0.47,0.1,0.21,0.1817306931089973
1059,0.0348,0.0038,0.01,0.0196,0.0,0.9104,0.33,0.04,0.21,0.17566473872809824
1060,0.0138,0.0017,0.0021,0.0103,0.001,0.9655,0.02,0.05,0.2,0.1782532731892369
1061,0.0278,0.006,0.0,0.0076,0.0,0.947,0.06,0.01,0.21,0.1757703343965631
1062,0.0266,0.0011,0.0123,0.095,0.0017,0.8361,0.52,0.53,0.19,0.20198598165652862
1063,0.0355,0.0029,0.0075,0.01,0.0022,0.9008,0.4,0.43,0.2,0.19240332315566894
1064,0.0354,0.0009,0.0044,0.0033,0.0005,0.938,0.27,0.52,0.21,0.19782825203897467
1065,0.0057,0.0004,0.0027,0.0004,0.0,0.9657,0.02,0.03,0.21,0.17468425872013624
1066,0.0119,0.0007,0.003,0.0146,0.0,0.9594,0.01,0.48,0.17,0.19604927573422656
1067,0.0204,0.0007,0.0126,0.0024,0.0,0.9532,0.02,0.01,0.19,0.170584332258889
1068,0.1009,0.0002,0.0047,0.0057,0.0,0.8726,0.58,0.79,0.19,0.2080852640749083
1069,0.0252,0.0036,0.0099,0.0008,0.0,0.9539,0.13,0.01,0.21,0.17356208934342637
1070,0.1078,0.0008,0.0123,0.0332,0.0067,0.8221,0.74,0.11,0.21,0.17955193136225497
1071,0.0244,0.0008,0.0025,0.0216,0.0,0.9365,0.23,0.03,0.2,0.17831132601372002
1072,0.0287,0.0005,0.0049,0.0075,0.0,0.9498,0.03,0.01,0.21,0.17328329480055962
1073,0.0345,0.0021,0.0801,0.0222,0.0,0.8384,0.21,0.05,0.19,0.1473947882768836
1074,0.0206,0.0,0.0055,0.0055,0.0,0.9599,0.05,0.01,0.21,0.17405587654978416
1075,0.0162,0.0074,0.0,0.0058,0.0,0.9449,0.58,0.93,0.2,0.22361057673420198
1076,0.0192,0.0019,0.0045,0.0096,0.0,0.9593,0.18,0.13,0.2,0.18253905717448954
1077,0.0204,0.0021,0.0036,0.0141,0.0,0.9555,0.01,0.04,0.2,0.1765136394961108
1078,0.0488,0.0018,0.0259,0.0223,0.0005,0.8804,0.31,0.04,0.21,0.16813927501976464
1079,0.0319,0.0076,0.0047,0.0069,0.0,0.9407,0.11,0.01,0.21,0.17490828895914529
1080,0.0383,0.0031,0.0134,0.0059,0.0066,0.9286,0.15,0.08,0.19,0.17651537534541614
1081,0.0291,0.0015,0.0074,0.0042,0.0,0.946,0.2,0.02,0.19,0.17489851856038502
1082,0.0175,0.0022,0.0028,0.0045,0.0002,0.9637,0.04,0.02,0.21,0.17579902090627145
1083,0.0518,0.0085,0.0078,0.013,0.0,0.8988,0.15,0.27,0.22,0.18257270994452654
1084,0.0526,0.0,0.0007,0.0201,0.0,0.9105,0.61,0.25,0.18,0.1914043609514787
1085,0.0216,0.0,0.0062,0.0099,0.0,0.9502,0.68,0.4,0.22,0.20020300506412442
1086,0.0267,0.0026,0.0076,0.0282,0.0,0.9008,0.58,0.41,0.2,0.19601070148001304
1087,0.4059,0.0015,0.0,0.0,0.0,0.5765,0.5,0.74,0.2,0.17666186822050198
1088,0.0328,0.0016,0.0031,0.0055,0.0004,0.9471,0.79,0.51,0.22,0.2072623395983007
1089,0.0256,0.0175,0.0045,0.0059,0.0037,0.8801,0.38,0.56,0.22,0.19858887628527858
1090,0.0678,0.0032,0.0033,0.028,0.0,0.8865,0.89,0.49,0.18,0.20497094959682555
1091,0.0269,0.0023,0.001,0.008,0.0,0.9329,0.2,0.33,0.19,0.18915225822626924
1092,0.0244,0.0072,0.0028,0.0072,0.0,0.9492,0.28,0.37,0.19,0.19467065480104417
1093,0.0138,0.0043,0.0006,0.0115,0.0,0.9522,0.61,0.44,0.21,0.20347585957588457
1094,0.0358,0.0035,0.0003,0.0046,0.0,0.9313,0.05,0.34,0.2,0.1872609185651192
1095,0.0417,0.004,0.0038,0.008,0.0,0.9099,0.21,0.5,0.2,0.1939473530095825
1096,0.0462,0.0753,0.0054,0.0021,0.0014,0.8388,0.27,0.48,0.19,0.19938048228132527
1097,0.1618,0.0099,0.0296,0.1768,0.0103,0.5660000000000001,0.66,0.49,0.22,0.1858574948247655
1098,0.0374,0.0015,0.0028,0.0072,0.0,0.9255,0.18,0.3,0.19,0.18615644315911992
1099,0.0297,0.0045,0.0038,0.0052,0.0,0.9528,0.16,0.39,0.19,0.1932037812215355
1100,0.0332,0.003,0.0084,0.0792,0.0,0.8540000000000001,0.43,0.1,0.19,0.18236674236882838
1101,0.0256,0.0012,0.0,0.0358,0.0004,0.9258,0.91,0.53,0.23,0.2125898648438145
1102,0.0573,0.0024,0.0113,0.0108,0.0033,0.8941,0.16,0.37,0.19,0.18544436888571855
1103,0.0701,0.0057,0.0145,0.0819,0.001,0.789,0.24,0.4,0.21,0.18528794261836384
1104,0.0385,0.0032,0.0128,0.0054,0.0004,0.9216,0.05,0.35,0.19,0.18362678255324658
1105,0.0676,0.0324,0.0097,0.0494,0.0018,0.7943,0.8,0.66,0.22,0.2078923060866981
1106,0.0341,0.0089,0.0,0.023,0.0033,0.9231,0.24,0.53,0.19,0.20295213632856932
1107,0.1596,0.0018,0.0012,0.0,0.0036,0.8182,0.27,0.37,0.2,0.18137699479938393
1108,0.0106,0.0022,0.0017,0.0276,0.0,0.9424,0.89,0.35,0.23,0.20431777050104002
1109,0.0136,0.0046,0.0011,0.0054,0.0001,0.9665,0.82,0.48,0.2,0.20930750770497852
1110,0.0511,0.0032,0.0,0.01,0.0,0.9298,0.07,0.33,0.19,0.18834056490119147
1111,0.0097,0.0,0.0029,0.022,0.0,0.9501,0.88,0.47,0.23,0.20873991684356177
1112,0.0557,0.0039,0.0007,0.0121,0.0,0.8978,0.66,0.64,0.22,0.2073232788616172
1113,0.0011,0.0015,0.0001,0.0011,0.0002,0.9902,0.8,0.35,0.19,0.20487565728901214
1114,0.3641,0.0039,0.0032,0.0077,0.0,0.6056,0.67,0.84,0.2,0.1870554969182742
1115,0.0719,0.001,0.0374,0.1445,0.0002,0.71,0.49,0.05,0.17,0.1666085495908911
1116,0.025,0.0,0.0,0.0627,0.0,0.9088,0.5,0.23,0.21,0.19482283935483125
1117,0.0463,0.0746,0.0062,0.0066,0.0003,0.8301,0.27,0.36,0.19,0.19291211569998085
1118,0.1139,0.0069,0.0077,0.0169,0.0014,0.8313,0.43,0.57,0.2,0.1941958044382275
1119,0.0679,0.0,0.0,0.0,0.0,0.931,0.1,0.32,0.19,0.1867593033574064
1120,0.021,0.006,0.0012,0.0072,0.0,0.9514,0.1,0.23,0.19,0.18605720482995544
1121,0.0272,0.0031,0.011,0.0349,0.0023,0.8965,0.5,0.14,0.19,0.18359980913063356
1122,0.1216,0.0083,0.0093,0.0071,0.0,0.8361,0.5,0.33,0.19,0.1833387225375722
1123,0.018000000000000002,0.0,0.0027,0.028,0.0004,0.9379,0.26,0.04,0.19,0.1801600191865268
1124,0.476,0.0,0.0043,0.0004,0.0,0.5165,0.38,0.72,0.2,0.16711275346168977
1125,0.0274,0.0076,0.0002,0.0073,0.0,0.9358,0.05,0.3,0.21,0.1871559197515026
1126,0.0715,0.003,0.0011,0.0253,0.0,0.8834,0.39,0.25,0.2,0.1865144012167096
1127,0.0616,0.0077,0.0128,0.0319,0.0,0.8572,0.4,0.49,0.19,0.192646268913598
1128,0.0196,0.0069,0.0015,0.2401,0.0,0.7082,0.87,0.49,0.19,0.21559554333129577
1129,0.0613,0.0132,0.0039,0.0013,0.002,0.9015,0.32,0.49,0.2,0.19640119324147806
1130,0.0215,0.0007,0.0169,0.0011,0.0,0.9507,0.04,0.25,0.19,0.17988765213412225
1131,0.0215,0.004,0.0008,0.0048,0.0,0.9445,0.07,0.46,0.19,0.19411690033748055
1132,0.0321,0.0049,0.0001,0.0046,0.0003,0.9202,0.64,0.55,0.19,0.20444757585552503
1133,0.0317,0.0021,0.0009,0.0188,0.0,0.9302,0.27,0.52,0.19,0.20015143554154635
